author,editor,format_type,print_date,day_of_week_name,day_of_week_integer,publish_type,puzzle_id,title,version,percent_filled,solved,star,solving_seconds 
Carl Larson,Will Shortz,Normal,2022-04-18,Monday,1,Daily,20066,,0,100,True,,1114
Olivia Mitra Framke,Will Shortz,Normal,2022-04-19,Tuesday,2,Daily,20068,,0,0,False,,
Joseph Greenbaum,Will Shortz,Normal,2022-04-20,Wednesday,3,Daily,20067,,0,0,False,,
Max Chen Lauring,Will Shortz,Normal,2022-04-21,Thursday,4,Daily,20064,,0,0,False,,
Daniel Sheremeta,Will Shortz,Normal,2022-04-22,Friday,5,Daily,20063,,0,0,False,,
Matthew Stock,Will Shortz,Normal,2022-04-23,Saturday,6,Daily,20065,,0,0,False,,
Sam Ezersky,Will Shortz,Normal,2022-04-24,Sunday,0,Daily,20062,Magazine Racket,0,0,False,,
Li Ding,Will Shortz,Normal,2022-04-25,Monday,1,Daily,20086,,0,100,True,Gold,845
Simon Marotte,Will Shortz,Normal,2022-04-26,Tuesday,2,Daily,20090,,0,0,False,,
Alex Bajcz,Will Shortz,Normal,2022-04-27,Wednesday,3,Daily,20087,,0,0,False,,
Pao Roy,Will Shortz,Normal,2022-04-28,Thursday,4,Daily,20084,,0,0,False,,
Erica Hsiung Wojcik,Will Shortz,Normal,2022-04-29,Friday,5,Daily,20088,,0,0,False,,
Joe DiPietro,Will Shortz,Normal,2022-04-30,Saturday,6,Daily,20085,,0,0,False,,
Brandon Koppy,Will Shortz,Normal,2022-05-01,Sunday,0,Daily,20089,Blank Expressions,0,0,False,,
Erik Agard,Will Shortz,Normal,2022-05-02,Monday,1,Daily,20106,,0,100,True,,675
Julian Lim,Will Shortz,Normal,2022-05-03,Tuesday,2,Daily,20111,,0,0,False,,
Eric Bornstein,Will Shortz,Normal,2022-05-04,Wednesday,3,Daily,20110,,0,0,False,,
Adam Wagner,Will Shortz,Normal,2022-05-05,Thursday,4,Daily,20112,,0,0,False,,
Aaron Ullman,Will Shortz,Normal,2022-05-06,Friday,5,Daily,20108,,0,0,False,,
Rachel Fabi,Will Shortz,Normal,2022-05-07,Saturday,6,Daily,20109,,0,0,False,,
Matthew Stock and Chandi Deitmer,Will Shortz,Normal,2022-05-08,Sunday,0,Daily,20107,Two-by-Two,0,0,False,,
August Miller,Will Shortz,Normal,2022-05-09,Monday,1,Daily,20141,,0,100,True,,1239
Lou Weiss,Will Shortz,Normal,2022-05-10,Tuesday,2,Daily,20143,,0,0,False,,
Michael Paleos,Will Shortz,Normal,2022-05-11,Wednesday,3,Daily,20140,,0,0,False,,
Ross Trudeau,Will Shortz,Normal,2022-05-12,Thursday,4,Daily,20142,,0,0,False,,
Brooke Husic and Nam Jin Yoon,Will Shortz,Normal,2022-05-13,Friday,5,Daily,20144,,0,0,False,,
Ada Nicolle,Will Shortz,Normal,2022-05-14,Saturday,6,Daily,20139,,0,0,False,,
Daniel Mauer,Will Shortz,Normal,2022-05-15,Sunday,0,Daily,20138,Way Out West,0,0,False,,
Lynn Lempel,Will Shortz,Normal,2022-05-16,Monday,1,Daily,20055,,0,100,True,Gold,627
Richard D. Allen,Will Shortz,Normal,2022-05-17,Tuesday,2,Daily,20057,,0,20,False,,453
Andy Kravis,Will Shortz,Normal,2022-05-18,Wednesday,3,Daily,20052,,0,0,False,,
Alex Rosen,Will Shortz,Normal,2022-05-19,Thursday,4,Daily,20077,,0,0,False,,
Hal Moore,Will Shortz,Normal,2022-05-20,Friday,5,Daily,20074,,0,0,False,,
Ryan McCarty and Yacob Yonas,Will Shortz,Normal,2022-05-21,Saturday,6,Daily,20078,,0,0,False,,
David and Karen and Paul Steinberg,Will Shortz,Normal,2022-05-22,Sunday,0,Daily,20098,Parting Ways,0,0,False,,
Simon Marotte,Will Shortz,Normal,2022-05-23,Monday,1,Daily,20094,,0,100,True,,1125
Ella Dershowitz,Will Shortz,Normal,2022-05-24,Tuesday,2,Daily,20096,,0,0,False,,
Christopher Youngs,Will Shortz,Normal,2022-05-25,Wednesday,3,Daily,20097,,0,0,False,,
Jonathan M. Kaye,Will Shortz,Normal,2022-05-26,Thursday,4,Daily,20102,,0,0,False,,
David Distenfeld,Will Shortz,Normal,2022-05-27,Friday,5,Daily,20101,,0,0,False,,
Joseph Greenbaum,Will Shortz,Normal,2022-05-28,Saturday,6,Daily,20100,,0,0,False,,
Daniel Bodily and Jeff Chen,Will Shortz,Normal,2022-05-29,Sunday,0,Daily,20116,A Monumental Centennial,0,0,False,,
Alexander Liebeskind,Will Shortz,Normal,2022-05-30,Monday,1,Daily,20124,,0,100,True,Gold,597
Sam Buchbinder and Brad Wilber,Will Shortz,Normal,2022-05-31,Tuesday,2,Daily,20117,,0,0,False,,
Chase Dittrich,Will Shortz,Normal,2022-06-01,Wednesday,3,Daily,20126,,0,0,False,,
Michael Lieberman,Will Shortz,Normal,2022-06-02,Thursday,4,Daily,20125,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2022-06-03,Friday,5,Daily,20122,,0,0,False,,
Scott Earl,Will Shortz,Normal,2022-06-04,Saturday,6,Daily,20123,,0,0,False,,
Christina Iverson and Katie Hale,Will Shortz,Normal,2022-06-05,Sunday,0,Daily,20075,Let's Get Literature,0,0,False,,
Michael Schlossberg,Will Shortz,Normal,2022-06-06,Monday,1,Daily,20129,,0,100,True,,925
Carly Schuna,Will Shortz,Normal,2022-06-07,Tuesday,2,Daily,20130,,0,0,False,,
Bruce Haight,Will Shortz,Normal,2022-06-08,Wednesday,3,Daily,20131,,0,0,False,,
Dan Ziring,Will Shortz,Normal,2022-06-09,Thursday,4,Daily,20132,,0,0,False,,
Blake Slonecker,Will Shortz,Normal,2022-06-10,Friday,5,Daily,20133,,0,0,False,,
Sid Sivakumar,Will Shortz,Normal,2022-06-11,Saturday,6,Daily,20135,,0,0,False,,
Will Nediger,Will Shortz,Normal,2022-06-12,Sunday,0,Daily,20136,Didn't We Just Have This?,0,0,False,,
Hoang-Kim Vu and Jessica Zetzman,Will Shortz,Normal,2022-06-13,Monday,1,Daily,20162,,0,100,True,,913
Robert Won,Will Shortz,Normal,2022-06-14,Tuesday,2,Daily,20163,,0,0,False,,
Rob Baker,Will Shortz,Normal,2022-06-15,Wednesday,3,Daily,20158,,0,0,False,,
Parker Higgins and Ross Trudeau,Will Shortz,Normal,2022-06-16,Thursday,4,Daily,20166,,0,0,False,,
Pao Roy,Will Shortz,Normal,2022-06-17,Friday,5,Daily,20169,,0,0,False,,
Brooke Husic,Will Shortz,Normal,2022-06-18,Saturday,6,Daily,20172,,0,0,False,,
Jeremy Newton,Will Shortz,Normal,2022-06-19,Sunday,0,Daily,20168,Some Light Reading,0,0,False,,
Christopher Youngs,Will Shortz,Normal,2022-06-20,Monday,1,Daily,20186,,0,100,True,,1128
Alex Eaton-Salners,Will Shortz,Normal,2022-06-21,Tuesday,2,Daily,20178,,0,0,False,,5
Kate Hawkins,Will Shortz,Normal,2022-06-22,Wednesday,3,Daily,20181,,0,0,False,,
Jeff Chen,Will Shortz,Normal,2022-06-23,Thursday,4,Daily,20182,,0,0,False,,
Sophia Maymudes and Margaret Seikel,Will Shortz,Normal,2022-06-24,Friday,5,Daily,20183,,0,0,False,,
Adam Aaronson,Will Shortz,Normal,2022-06-25,Saturday,6,Daily,20188,,0,0,False,,
Matthew Stock and Finn Vigeland,Will Shortz,Normal,2022-06-26,Sunday,0,Daily,20184,Bonus Features,0,0,False,,
Drew Schmenner,Will Shortz,Normal,2022-06-27,Monday,1,Daily,20196,,0,100,True,Gold,787
Scott Graham,Will Shortz,Normal,2022-06-28,Tuesday,2,Daily,20200,,0,100,True,,1315
Jared Goudsmit,Will Shortz,Normal,2022-06-29,Wednesday,3,Daily,20185,,0,68,False,,1255
Samuel A. Donaldson and Doug Peterson,Will Shortz,Normal,2022-06-30,Thursday,4,Daily,20207,,0,6,False,,95
Christina Iverson and Caitlin Reid,Will Shortz,Normal,2022-07-01,Friday,5,Daily,20206,,0,0,False,,
Evan Kalish,Will Shortz,Normal,2022-07-02,Saturday,6,Daily,20197,,0,0,False,,
Tom McCoy,Will Shortz,Normal,2022-07-03,Sunday,0,Daily,20195,Expansion Pack,0,0,False,,
Bruce Haight,Will Shortz,Normal,2022-07-04,Monday,1,Daily,20213,,0,80,False,,668
Malgorzata Nowakowska and Eileen Williams,Will Shortz,Normal,2022-07-05,Tuesday,2,Daily,20214,,0,100,True,,1525
Sam Koperwas and Jeff Chen,Will Shortz,Normal,2022-07-06,Wednesday,3,Daily,20215,,0,0,False,,
Philip Wolfe,Will Shortz,Normal,2022-07-07,Thursday,4,Daily,20216,,0,0,False,,
Kyle Dolan,Will Shortz,Normal,2022-07-08,Friday,5,Daily,20217,,0,0,False,,
Kevin G. Der,Will Shortz,Normal,2022-07-09,Saturday,6,Daily,20218,,0,0,False,,
Christina Iverson and Scott Hogan,Will Shortz,Normal,2022-07-10,Sunday,0,Daily,20219,Movin' On Up,0,0,False,,
Roy Greim,Will Shortz,Normal,2022-07-11,Monday,1,Daily,20232,,0,100,True,Gold,660
Karen Steinberg,Will Shortz,Normal,2022-07-12,Tuesday,2,Daily,20233,,0,100,True,,1725
Addison Snell,Will Shortz,Normal,2022-07-13,Wednesday,3,Daily,20234,,0,100,True,,2099
Alan Arbesfeld,Will Shortz,Normal,2022-07-14,Thursday,4,Daily,20235,,0,0,False,,22
Matthew Stock and Nam Jin Yoon,Will Shortz,Normal,2022-07-15,Friday,5,Daily,20236,,0,0,False,,
Kameron Austin Collins,Will Shortz,Normal,2022-07-16,Saturday,6,Daily,20237,,0,0,False,,
Greg Slovacek,Will Shortz,Normal,2022-07-17,Sunday,0,Daily,20242,It's All On the Table,0,0,False,,
Phoebe Gordon,Will Shortz,Normal,2022-07-18,Monday,1,Daily,20249,,0,100,True,,1116
Andy Kravis,Will Shortz,Normal,2022-07-19,Tuesday,2,Daily,20250,,0,100,True,,2015
Josh Kindler,Will Shortz,Normal,2022-07-20,Wednesday,3,Daily,20251,,0,0,False,,
Anne Marie Crinnion and Eric Bornstein,Will Shortz,Normal,2022-07-21,Thursday,4,Daily,20252,,0,0,False,,
David Steinberg,Will Shortz,Normal,2022-07-22,Friday,5,Daily,20267,,0,0,False,,
John Lieb,Will Shortz,Normal,2022-07-23,Saturday,6,Daily,20245,,0,0,False,,
Jessie Trudeau and Ross Trudeau,Will Shortz,Normal,2022-07-24,Sunday,0,Daily,20258,Going Somewhere?,0,0,False,,
Michael T. Buerke,Will Shortz,Normal,2022-07-25,Monday,1,Daily,20263,,0,100,True,,1300
Lillian Simpson,Will Shortz,Normal,2022-07-26,Tuesday,2,Daily,20264,,0,100,True,,1051
Enrique Henestroza Anguiano,Will Shortz,Normal,2022-07-27,Wednesday,3,Daily,20265,,0,0,False,,
Bill Pipal and Jeff Chen,Will Shortz,Normal,2022-07-28,Thursday,4,Daily,20266,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2022-07-29,Friday,5,Daily,20276,,0,0,False,,
Lance Enfinger,Will Shortz,Normal,2022-07-30,Saturday,6,Daily,20268,,0,0,False,,
Jesse Goldberg,Will Shortz,Normal,2022-07-31,Sunday,0,Daily,20277,"Why? Well, Why Not?",0,0,False,,
Garrett Chalfin,Will Shortz,Normal,2022-08-01,Monday,1,Daily,20284,,0,100,True,,816
Jay Kaskel and Daniel Kantor,Will Shortz,Normal,2022-08-02,Tuesday,2,Daily,20285,,0,0,False,,
Daniel Bodily,Will Shortz,Normal,2022-08-03,Wednesday,3,Daily,20278,,0,0,False,,
Ella Dershowitz,Will Shortz,Normal,2022-08-04,Thursday,4,Daily,20286,,0,0,False,,
Erik Agard and Brooke Husic,Will Shortz,Normal,2022-08-05,Friday,5,Daily,20288,,0,0,False,,
Byron Walden,Will Shortz,Normal,2022-08-06,Saturday,6,Daily,20290,,0,0,False,,
Tina Labadie,Will Shortz,Normal,2022-08-07,Sunday,0,Daily,20292,Letterplay,0,0,False,,
Kathy Lowden,Will Shortz,Normal,2022-08-08,Monday,1,Daily,20298,,0,100,True,Gold,986
Bruce Haight,Will Shortz,Normal,2022-08-09,Tuesday,2,Daily,20299,,0,38,False,,574
Karen Lurie,Will Shortz,Normal,2022-08-10,Wednesday,3,Daily,20300,,0,0,False,,
David Tuffs,Will Shortz,Normal,2022-08-11,Thursday,4,Daily,20301,,0,0,False,,
Trent H. Evans,Will Shortz,Normal,2022-08-12,Friday,5,Daily,20303,,0,0,False,,
John Westwig,Will Shortz,Normal,2022-08-13,Saturday,6,Daily,20302,,0,0,False,,
Jeff Chen and Jim Horne,Will Shortz,Normal,2022-08-14,Sunday,0,Daily,20309,In the Money,0,0,False,,
Simon Marotte,Will Shortz,Normal,2022-08-15,Monday,1,Daily,20320,,0,100,True,,827
Sue Fracker,Will Shortz,Normal,2022-08-16,Tuesday,2,Daily,20321,,0,100,True,,1507
Michael Paleos,Will Shortz,Normal,2022-08-17,Wednesday,3,Daily,20319,,0,0,False,,
Adam Wagner,Will Shortz,Normal,2022-08-18,Thursday,4,Daily,20322,,0,0,False,,
Patrick John Duggan,Will Shortz,Normal,2022-08-19,Friday,5,Daily,20323,,0,0,False,,
Hemant Mehta,Will Shortz,Normal,2022-08-20,Saturday,6,Daily,20330,,0,0,False,,
Brooke Husic and Will Nediger,Will Shortz,Normal,2022-08-21,Sunday,0,Daily,20324,Stacking Up,0,0,False,,
Doug Burnikel and Zhouqin Burnikel,Will Shortz,Normal,2022-08-22,Monday,1,Daily,20331,,0,100,True,,1063
Trey Mendez,Will Shortz,Normal,2022-08-23,Tuesday,2,Daily,20333,,0,36,False,,543
Colin Ernst,Will Shortz,Normal,2022-08-24,Wednesday,3,Daily,20332,,0,0,False,,
Olivia Mitra Framke and Andrea Carla Michaels,Will Shortz,Normal,2022-08-25,Thursday,4,Daily,20336,,0,0,False,,
Robert Logan,Will Shortz,Normal,2022-08-26,Friday,5,Daily,20334,,0,0,False,,
Andrew Linzer,Will Shortz,Normal,2022-08-27,Saturday,6,Daily,20335,,0,0,False,,
Ori Brian,Will Shortz,Normal,2022-08-28,Sunday,0,Daily,20341,Animal Hybrids,0,0,False,,
Chase Dittrich and Jeff Chen,Will Shortz,Normal,2022-08-29,Monday,1,Daily,20358,,0,100,True,Gold,842
Emily Carroll,Will Shortz,Normal,2022-08-30,Tuesday,2,Daily,20346,,0,100,True,,1444
Joe Deeney,Will Shortz,Normal,2022-08-31,Wednesday,3,Daily,20360,,0,0,False,,
John Wrenholt,Will Shortz,Normal,2022-09-01,Thursday,4,Daily,20363,,0,0,False,,
Claire Rimkus,Will Shortz,Normal,2022-09-02,Friday,5,Daily,20351,,0,0,False,,
David Distenfeld,Will Shortz,Normal,2022-09-03,Saturday,6,Daily,20362,,0,0,False,,
Tracy Gray,Will Shortz,Normal,2022-09-04,Sunday,0,Daily,20352,Ups and Downs,0,0,False,,
Adam Simpson,Will Shortz,Normal,2022-09-05,Monday,1,Daily,20361,,0,100,True,,871
Trenton Charlson,Will Shortz,Normal,2022-09-06,Tuesday,2,Daily,20364,,0,100,True,,1415
Ekua Ewool,Will Shortz,Normal,2022-09-07,Wednesday,3,Daily,20365,,0,0,False,,
Matthew Stock,Will Shortz,Normal,2022-09-08,Thursday,4,Daily,20368,,0,0,False,,
Brandon Koppy,Will Shortz,Normal,2022-09-09,Friday,5,Daily,20369,,0,0,False,,
Kameron Austin Collins,Will Shortz,Normal,2022-09-10,Saturday,6,Daily,20372,,0,0,False,,
Derrick Niederman,Will Shortz,Normal,2022-09-11,Sunday,0,Daily,20381,Opposites Attract,0,0,False,,
Michael Lieberman,Will Shortz,Normal,2022-09-12,Monday,1,Daily,20383,,0,100,True,Gold,595
Adam Wagner,Will Shortz,Normal,2022-09-13,Tuesday,2,Daily,20380,,0,100,True,,1050
Michael Dewey,Will Shortz,Normal,2022-09-14,Wednesday,3,Daily,20385,,0,0,False,,
Ruth Bloomfield Margolin,Will Shortz,Normal,2022-09-15,Thursday,4,Daily,20373,,0,100,False,,1957
Juliana Tringali Golden,Will Shortz,Normal,2022-09-16,Friday,5,Daily,20374,,0,82,False,,1498
Grant Thackray,Will Shortz,Normal,2022-09-17,Saturday,6,Daily,20387,,0,0,False,,
Katie Hale,Will Shortz,Normal,2022-09-18,Sunday,0,Daily,20386,Because I Said So!,0,0,False,,
Leslie Young and Andrea Carla Michaels,Will Shortz,Normal,2022-09-19,Monday,1,Daily,20404,,0,100,True,Gold,848
Rebecca Goldstein and Rachel Fabi,Will Shortz,Normal,2022-09-20,Tuesday,2,Daily,20406,,0,100,True,Gold,1361
Matthew Stock,Will Shortz,Normal,2022-09-21,Wednesday,3,Daily,20396,,0,100,True,Gold,1366
Helen Chen,Will Shortz,Normal,2022-09-22,Thursday,4,Daily,20398,,0,100,True,Gold,1453
Erik Agard,Will Shortz,Normal,2022-09-23,Friday,5,Daily,20407,,0,100,True,,4198
Martin Ashwood-Smith,Will Shortz,Normal,2022-09-24,Saturday,6,Daily,20405,,0,0,False,,
Meghan Morris,Will Shortz,Normal,2022-09-25,Sunday,0,Daily,20412,Take Two,0,0,False,,
Margaret Seikel,Will Shortz,Normal,2022-09-26,Monday,1,Daily,20460,,0,100,True,Gold,454
Peter Koetters,Will Shortz,Normal,2022-09-27,Tuesday,2,Daily,20446,,0,100,True,Gold,976
Jeff Stillman,Will Shortz,Normal,2022-09-28,Wednesday,3,Daily,20433,,0,100,True,,3073
Jeremy Newton,Will Shortz,Normal,2022-09-29,Thursday,4,Daily,20440,,0,100,True,,2181
David Karp,Will Shortz,Normal,2022-09-30,Friday,5,Daily,20443,,0,0,False,,
Natan Last,Will Shortz,Normal,2022-10-01,Saturday,6,Daily,20455,,0,0,False,,
Kathy Bloomer,Will Shortz,Normal,2022-10-02,Sunday,0,Daily,20444,Le Puzzle,0,0,False,,
Sarah Sinclair,Will Shortz,Normal,2022-10-03,Monday,1,Daily,20571,,0,100,True,Gold,1340
Joe Deeney,Will Shortz,Normal,2022-10-04,Tuesday,2,Daily,20498,,0,100,True,,1316
Jason Reich,Will Shortz,Normal,2022-10-05,Wednesday,3,Daily,20568,,0,100,True,,1234
Simeon Seigel,Will Shortz,Normal,2022-10-06,Thursday,4,Daily,20459,,0,0,False,,
Mary Lou Guizzo and Jeff Chen,Will Shortz,Normal,2022-10-07,Friday,5,Daily,20269,,0,0,False,,
Kyle Dolan,Will Shortz,Normal,2022-10-08,Saturday,6,Daily,20572,,0,0,False,,
Jessie Trudeau and Ross Trudeau,Will Shortz,Normal,2022-10-09,Sunday,0,Daily,20545,Rise to the Challenge,0,0,False,,
Byron Walden,Will Shortz,Normal,2022-10-10,Monday,1,Daily,20584,,0,100,True,,874
Ailee Yoshida,Will Shortz,Normal,2022-10-11,Tuesday,2,Daily,20588,,0,100,True,,1297
Drew Schmenner,Will Shortz,Normal,2022-10-12,Wednesday,3,Daily,20585,,0,0,False,,
Lewis Rothlein,Will Shortz,Normal,2022-10-13,Thursday,4,Daily,20587,,0,0,False,,
David Steinberg,Will Shortz,Normal,2022-10-14,Friday,5,Daily,20591,,0,0,False,,
John Hawksley,Will Shortz,Normal,2022-10-15,Saturday,6,Daily,20602,,0,0,False,,
Paolo Pasco,Will Shortz,Normal,2022-10-16,Sunday,0,Daily,20594,Terminal Connections,0,0,False,,
Caryn L. Robbins,Will Shortz,Normal,2022-10-17,Monday,1,Daily,20607,,0,100,True,Gold,721
Dan Schoenholz,Will Shortz,Normal,2022-10-18,Tuesday,2,Daily,20598,,0,100,True,,1216
Ryan Patrick Smith,Will Shortz,Normal,2022-10-19,Wednesday,3,Daily,20612,,0,100,True,,1704
Rebecca Goldstein,Will Shortz,Normal,2022-10-20,Thursday,4,Daily,20613,,0,0,False,,
Rafael Musa,Will Shortz,Normal,2022-10-21,Friday,5,Daily,20610,,0,0,False,,
Brooke Husic and Yacob Yonas,Will Shortz,Normal,2022-10-22,Saturday,6,Daily,20611,,0,0,False,,
Daniel Bodily and Jeff Chen,Will Shortz,Normal,2022-10-23,Sunday,0,Daily,20614,To Be Continued,0,0,False,,
Joe Rodini,Will Shortz,Normal,2022-10-24,Monday,1,Daily,20629,,0,100,True,,1282
Ashleigh Silveira and Nick Shephard,Will Shortz,Normal,2022-10-25,Tuesday,2,Daily,20631,,0,100,True,Gold,980
Simeon Seigel,Will Shortz,Normal,2022-10-26,Wednesday,3,Daily,20630,,0,100,True,,2754
Barbara Lin,Will Shortz,Normal,2022-10-27,Thursday,4,Daily,20633,,0,0,False,,
Will Nediger,Will Shortz,Normal,2022-10-28,Friday,5,Daily,20626,,0,0,False,,
Daniel Okulitch,Will Shortz,Normal,2022-10-29,Saturday,6,Daily,20625,,0,0,False,,
Addison Snell,Will Shortz,Normal,2022-10-30,Sunday,0,Daily,20634,Sending a Message,0,0,False,,
Emily Carroll,Will Shortz,Normal,2022-10-31,Monday,1,Daily,20638,,0,100,True,Gold,654
Bruce Haight,Will Shortz,Normal,2022-11-01,Tuesday,2,Daily,20639,,0,100,True,Gold,1831
Ethan Zou and Tomas Spiers,Will Shortz,Normal,2022-11-02,Wednesday,3,Daily,20644,,0,100,True,,2746
Chase Dittrich and Jeff Chen,Will Shortz,Normal,2022-11-03,Thursday,4,Daily,20645,,0,0,False,,
Juliet Corless,Will Shortz,Normal,2022-11-04,Friday,5,Daily,20632,,0,0,False,,
John Westwig,Will Shortz,Normal,2022-11-05,Saturday,6,Daily,20640,,0,0,False,,
Michael Lieberman,Will Shortz,Normal,2022-11-06,Sunday,0,Daily,20648,Length-ening,0,0,False,,
Jill Singer,Will Shortz,Normal,2022-11-07,Monday,1,Daily,20647,,0,100,True,,1095
Enrique Henestroza Anguiano,Will Shortz,Normal,2022-11-08,Tuesday,2,Daily,20656,,0,77,False,,1058
David Tuffs,Will Shortz,Normal,2022-11-09,Wednesday,3,Daily,20663,,0,0,False,,
Dan Caprera,Will Shortz,Normal,2022-11-10,Thursday,4,Daily,20706,,0,0,False,,
Brooke Husic and Erik Agard,Will Shortz,Normal,2022-11-11,Friday,5,Daily,20641,,0,0,False,,
Billy Bratton,Will Shortz,Normal,2022-11-12,Saturday,6,Daily,20651,,0,0,False,,
Samuel A. Donaldson,Will Shortz,Normal,2022-11-13,Sunday,0,Daily,20657,Collision Courses,0,0,False,,
Taylor Johnson,Will Shortz,Normal,2022-11-14,Monday,1,Daily,20655,,0,100,True,Gold,713
Sandy Ganzell,Will Shortz,Normal,2022-11-15,Tuesday,2,Daily,20643,,0,83,False,,681
John Hawksley,Will Shortz,Normal,2022-11-16,Wednesday,3,Daily,20666,,0,0,False,,
Hoang-Kim Vu and Jessica Zetzman,Will Shortz,Normal,2022-11-17,Thursday,4,Daily,20658,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2022-11-18,Friday,5,Daily,20665,,0,0,False,,
Benji Goldsmith,Will Shortz,Normal,2022-11-19,Saturday,6,Daily,20664,,0,0,False,,
Joe Deeney,Will Shortz,Normal,2022-11-20,Sunday,0,Daily,20659,Fan Club,0,0,False,,
Brandon Koppy,Will Shortz,Normal,2022-11-21,Monday,1,Daily,20667,,0,98,False,,781
Wendy L. Brandes,Will Shortz,Normal,2022-11-22,Tuesday,2,Daily,20668,,0,6,False,,43
Erica Hsiung Wojcik and Matthew Stock,Will Shortz,Normal,2022-11-23,Wednesday,3,Daily,20673,,0,0,False,,
Pao Roy,Will Shortz,Normal,2022-11-24,Thursday,4,Daily,20669,,0,0,False,,
Simon Marotte,Will Shortz,Normal,2022-11-25,Friday,5,Daily,20676,,0,0,False,,
Kanyin Ajayi,Will Shortz,Normal,2022-11-26,Saturday,6,Daily,20670,,0,0,False,,
Adam Wagner,Will Shortz,Normal,2022-11-27,Sunday,0,Daily,20677,Going Off on a Tangent,0,0,False,,
Chloe Revery,Will Shortz,Normal,2022-11-28,Monday,1,Daily,20681,,0,100,False,,1609
David Rockow,Will Shortz,Normal,2022-11-29,Tuesday,2,Daily,20682,,0,63,False,,598
Addison Snell,Will Shortz,Normal,2022-11-30,Wednesday,3,Daily,20687,,0,0,False,,
Daniel Mauer,Will Shortz,Normal,2022-12-01,Thursday,4,Daily,20685,,0,0,False,,
Scott Earl,Will Shortz,Normal,2022-12-02,Friday,5,Daily,20679,,0,0,False,,
Kate Hawkins,Will Shortz,Normal,2022-12-03,Saturday,6,Daily,20689,,0,0,False,,
Gustie Owens,Will Shortz,Normal,2022-12-04,Sunday,0,Daily,20686,Gossip Session,0,0,False,,
Tracy Gray,Will Shortz,Normal,2022-12-05,Monday,1,Daily,20692,,0,100,True,,976
Ross Trudeau and Wyna Liu,Will Shortz,Normal,2022-12-06,Tuesday,2,Daily,20646,,0,100,True,,1930
Karen Steinberg,Will Shortz,Normal,2022-12-07,Wednesday,3,Daily,20694,,0,51,False,,546
Grant Thackray,Will Shortz,Normal,2022-12-08,Thursday,4,Daily,20698,,0,0,False,,
Brooke Husic and Hoang-Kim Vu,Will Shortz,Normal,2022-12-09,Friday,5,Daily,20688,,0,0,False,,
Sid Sivakumar,Will Shortz,Normal,2022-12-10,Saturday,6,Daily,20699,,0,0,False,,
Laura Taylor Kinnel,Will Shortz,Normal,2022-12-11,Sunday,0,Daily,20693,Step on It!,0,0,False,,
Anthony J. Caruso and Zhouqin Burnikel,Will Shortz,Normal,2022-12-12,Monday,1,Daily,20703,,0,100,True,,581
Julietta Gervase,Will Shortz,Normal,2022-12-13,Tuesday,2,Daily,20700,,0,100,True,,1326
Matthew Stock,Will Shortz,Normal,2022-12-14,Wednesday,3,Daily,20704,,0,0,False,,
Bruce Haight,Will Shortz,Normal,2022-12-15,Thursday,4,Daily,20705,,0,0,False,,
Kameron Austin Collins,Will Shortz,Normal,2022-12-16,Friday,5,Daily,20701,,0,0,False,,
Christina Iverson and Tom Pepper,Will Shortz,Normal,2022-12-17,Saturday,6,Daily,20709,,0,0,False,,
Ryan McCarty,Will Shortz,Normal,2022-12-18,Sunday,0,Daily,20723,Some Theme's Missing,0,0,False,,
Jennifer Nutt,Will Shortz,Normal,2022-12-19,Monday,1,Daily,20736,,0,100,True,,1185
Peter Koetters,Will Shortz,Normal,2022-12-20,Tuesday,2,Daily,20744,,0,100,True,,1662
Nancy Stark and Will Nediger,Will Shortz,Normal,2022-12-21,Wednesday,3,Daily,20726,,0,0,False,,
David Steinberg,Will Shortz,Normal,2022-12-22,Thursday,4,Daily,20743,,0,0,False,,
Brandon Koppy,Will Shortz,Normal,2022-12-23,Friday,5,Daily,20725,,0,0,False,,
Trenton Charlson,Will Shortz,Normal,2022-12-24,Saturday,6,Daily,20735,,0,0,False,,
John Martz,Will Shortz,Normal,2022-12-25,Sunday,0,Daily,20727,Novel Thinking,0,0,False,,1
Kurt Weller,Will Shortz,Normal,2022-12-26,Monday,1,Daily,20757,,0,100,True,,967
Lynn Lempel,Will Shortz,Normal,2022-12-27,Tuesday,2,Daily,20760,,0,41,False,,445
Josh Goodman,Will Shortz,Normal,2022-12-28,Wednesday,3,Daily,20753,,0,0,False,,
Claire Rimkus and Rachel Fabi,Will Shortz,Normal,2022-12-29,Thursday,4,Daily,20762,,0,0,False,,
Brendan Emmett Quigley,Will Shortz,Normal,2022-12-30,Friday,5,Daily,20761,,0,0,False,,
Billy Bratton,Will Shortz,Normal,2022-12-31,Saturday,6,Daily,20759,,0,0,False,,1
Adam Wagner and Michael Lieberman and Rafael Musa,Will Shortz,Normal,2023-01-01,Sunday,0,Daily,20754,In Play,0,0,False,,2
Seth Bisen-Hersh,Will Shortz,Normal,2023-01-02,Monday,1,Daily,20772,,0,100,True,Gold,576
Margaret Seikel,Will Shortz,Normal,2023-01-03,Tuesday,2,Daily,20770,,0,100,True,,1719
Laura Breiman and Tom Bachant,Will Shortz,Normal,2023-01-04,Wednesday,3,Daily,20763,,0,100,True,,1585
